CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2022-07-01;2023-06-30;Conselho de Administração;9.00;9.00;2655461.55;149730.00;875686.99;Para fins de apuração da menor remuneração anual foram desconsiderados os membros da Diretoria Estatutária que exerceram o cargo por menos de 12 meses,conforme disposto no Ofício Circular Anual 2023 CVM/SEP.1. Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membrocom a maior remuneração permaneceu 12 meses no órgão.2. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12meses no órgão, sendo excluídos os que permaneceram por período inferior.3. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2022-07-01;2023-06-30;Diretoria Estatutária;2.00;2.00;4972961.27;3648977.33;4310969.30;Para fins de apuração da menor remuneração anual foram desconsiderados os membros da Diretoria Estatutária que exerceram o cargo por menos de 12 meses,conforme disposto no Ofício Circular Anual 2023 CVM/SEP.1. Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membrocom a maior remuneração permaneceu 12 meses no órgão.2. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12meses no órgão, sendo excluídos os que permaneceram por período inferior.3. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2022-07-01;2023-06-30;Conselho Fiscal;3.00;3.00;112687.09;22688.60;81031.64;Para fins de apuração da menor remuneração anual foram desconsiderados os membros da Diretoria Estatutária que exerceram o cargo por menos de 12 meses,conforme disposto no Ofício Circular Anual 2023 CVM/SEP.1. Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membrocom a maior remuneração permaneceu 12 meses no órgão.2. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12meses no órgão, sendo excluídos os que permaneceram por período inferior.3. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2021-07-01;2022-06-30;Conselho de Administração;9.00;9.00;2442809.00;49968.00;609374.91;Para fins de apuração da menor remuneração anual foram desconsiderados os membros da Diretoria Estatutária que exerceram o cargo por menos de 12 meses,conforme disposto no Ofício Circular Anual 2023 CVM/SEP.1. Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membrocom a maior remuneração permaneceu 12 meses no órgão.2. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12meses no órgão, sendo excluídos os que permaneceram por período inferior.3. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2021-07-01;2022-06-30;Diretoria Estatutária;2.00;2.00;3366618.17;3127870.19;3247244.18;Para fins de apuração da menor remuneração anual foram desconsiderados os membros da Diretoria Estatutária que exerceram o cargo por menos de 12 meses,conforme disposto no Ofício Circular Anual 2023 CVM/SEP.1. Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membrocom a maior remuneração permaneceu 12 meses no órgão.2. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12meses no órgão, sendo excluídos os que permaneceram por período inferior.3. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2021-07-01;2022-06-30;Conselho Fiscal;3.00;3.00;90850.00;90850.00;90850.00;Para fins de apuração da menor remuneração anual foram desconsiderados os membros da Diretoria Estatutária que exerceram o cargo por menos de 12 meses,conforme disposto no Ofício Circular Anual 2023 CVM/SEP.1. Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membrocom a maior remuneração permaneceu 12 meses no órgão.2. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12meses no órgão, sendo excluídos os que permaneceram por período inferior.3. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2020-07-01;2021-06-30;Conselho de Administração;9.00;9.00;2867121.31;233668.87;832746.41;Para fins de apuração da menor remuneração anual foram desconsiderados os membros da Diretoria Estatutária que exerceram o cargo por menos de 12 meses,conforme disposto no Ofício Circular Anual 2023 CVM/SEP.1. Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membrocom a maior remuneração permaneceu 12 meses no órgão.2. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12meses no órgão, sendo excluídos os que permaneceram por período inferior.3. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2020-07-01;2021-06-30;Diretoria Estatutária;2.00;2.00;3393301.07;2878501.66;3135901.37;Para fins de apuração da menor remuneração anual foram desconsiderados os membros da Diretoria Estatutária que exerceram o cargo por menos de 12 meses,conforme disposto no Ofício Circular Anual 2023 CVM/SEP.1. Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membrocom a maior remuneração permaneceu 12 meses no órgão.2. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12meses no órgão, sendo excluídos os que permaneceram por período inferior.3. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2020-07-01;2021-06-30;Conselho Fiscal;3.00;3.00;87741.00;87741.00;87741.00;Para fins de apuração da menor remuneração anual foram desconsiderados os membros da Diretoria Estatutária que exerceram o cargo por menos de 12 meses,conforme disposto no Ofício Circular Anual 2023 CVM/SEP.1. Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membrocom a maior remuneração permaneceu 12 meses no órgão.2. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12meses no órgão, sendo excluídos os que permaneceram por período inferior.3. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
07.659.538/0001-51;2024-12-31;1;137789;DINAMICA ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;3.00;36000.00;36000.00;36000.00;
07.659.538/0001-51;2024-12-31;1;137789;DINAMICA ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;3.00;36000.00;36000.00;36000.00;
07.659.538/0001-51;2024-12-31;1;137789;DINAMICA ENERGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;3.00;36000.00;36000.00;36000.00;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.67;11.67;2531320.00;816552.00;1217178.50;O membro de maior remuneração exerceu atividade na Companhia pelo período de 12 meses. O valor da menor remuneração foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses. Os valores de remuneração baseada em ações são calculados de acordo com a Resolução CVM nº 97/22. Tais valores incluem provisões para pagamentos futuros e, portanto, não refletem os valores efetivamente pagos aos executivos em cada exercício.
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.08;4.08;15251305.87;5950382.30;7541563.32;O membro de maior remuneração exerceu atividade na Companhia pelo período de 12 meses. O valor da menor remuneração foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses. Os valores de remuneração baseada em ações são calculados de acordo com a Resolução CVM nº 97/22. Tais valores incluem provisões para pagamentos futuros e, portanto, não refletem os valores efetivamente pagos aos executivos em cada exercício.A remuneração da Diretoria Estatutária leva em consideração a outorga do ILP novembro 2020: incentivo de longo prazo extraordinário concedido em novembro de 2020 para pagamento em novembro de 2023, como incentivo para a recuperação da grave crise decorrente da pandemia do Covid-19. Para efeito de cálculo e pagamento, é importante observar a valorização da ação EMBR3 na ocasião do pagamento em comparação ao do momento da outorga.
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;2023-01-01;2023-12-31;Conselho Fiscal;4.67;4.67;237333.36;196800.00;207661.91;O membro de maior remuneração exerceu atividade na Companhia pelo período de 12 meses. O valor da menor remuneração foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses. Os valores de remuneração baseada em ações são calculados de acordo com a Resolução CVM nº 97/22. Tais valores incluem provisões para pagamentos futuros e, portanto, não refletem os valores efetivamente pagos aos executivos em cada exercício.
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;2022-01-01;2022-12-31;Conselho de Administração;13.00;13.00;2318800.00;642509.96;1083807.85;O membro de maior remuneração exerceu atividade na Companhia pelo período de 12 meses. O valor da menor remuneração foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses. Os valores de remuneração baseada em ações são calculados de acordo com a Resolução CVM nº 97/22. Tais valores incluem provisões para pagamentos futuros e, portanto, não refletem os valores efetivamente pagos aos executivos em cada exercício.
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;8208431.89;1823769.59;5000196.03;O membro de maior remuneração exerceu atividade na Companhia pelo período de 12 meses. O valor da menor remuneração foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses. Os valores de remuneração baseada em ações são calculados de acordo com a Resolução CVM nº 97/22. Tais valores incluem provisões para pagamentos futuros e, portanto, não refletem os valores efetivamente pagos aos executivos em cada exercício.
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;2022-01-01;2022-12-31;Conselho Fiscal;4.00;4.00;193333.36;174000.00;178833.34;O membro de maior remuneração exerceu atividade na Companhia pelo período de 12 meses. O valor da menor remuneração foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses. Os valores de remuneração baseada em ações são calculados de acordo com a Resolução CVM nº 97/22. Tais valores incluem provisões para pagamentos futuros e, portanto, não refletem os valores efetivamente pagos aos executivos em cada exercício.
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;2021-01-01;2021-12-31;Conselho de Administração;12.00;12.00;2051187.60;316641.48;946613.87;O membro de maior remuneração exerceu atividade na Companhia pelo período de 12 meses. O valor da menor remuneração foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses. Os valores de remuneração baseada em ações são calculados de acordo com a Resolução CVM nº 97/22. Tais valores incluem provisões para pagamentos futuros e, portanto, não refletem os valores efetivamente pagos aos executivos em cada exercício.
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;10123194.00;3226947.00;5957772.62;O membro de maior remuneração exerceu atividade na Companhia pelo período de 12 meses. O valor da menor remuneração foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses. Os valores de remuneração baseada em ações são calculados de acordo com a Resolução CVM nº 97/22. Tais valores incluem provisões para pagamentos futuros e, portanto, não refletem os valores efetivamente pagos aos executivos em cada exercício.
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;2021-01-01;2021-12-31;Conselho Fiscal;4.00;4.00;180000.00;161000.00;165750.00;O membro de maior remuneração exerceu atividade na Companhia pelo período de 12 meses. O valor da menor remuneração foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses. Os valores de remuneração baseada em ações são calculados de acordo com a Resolução CVM nº 97/22. Tais valores incluem provisões para pagamentos futuros e, portanto, não refletem os valores efetivamente pagos aos executivos em cada exercício.
