CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Auditor;Auditor;CPF_Auditor;CNPJ_Auditor;Codigo_CVM_Auditor;Tipo_Origem_Auditor;Data_Inicio_Contratacao;Data_Fim_Contratacao;Data_Inicio_Prestacao_Servico;Servico_Contratado;Remuneracao_Auditor;Justificativa_Substituicao;Razao_Apresentada
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;127092;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2022-04-25;;2022-04-25;Revisão das informações trimestrais (ITR) relativas aos períodos de três, seis e nove meses encerrados em 31 de março, 30 de junho e 30 de setembro dos exercícios sociais encerrados e a encerrar, conforme o caso, em 31 de dezembro de 2023, como a auditoria das Demonstrações Financeiras relativas ao mesmo exercício social, bem como os procedimentos previamente acordados de revisão de índices financeiros (covenants).;Valor para auditoria referente ao exercício de 2023: R$301.473,00;Não aplicável.;Não aplicável.
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;126477;KPMG AUDITORES INDEPENDENTES LTDA;;57755217002253;004189;Nacional;2017-03-20;;2023-01-01;Auditoria das Demonstrações Financeiras Anuais e revisão das informações trimestrais. Os serviços contratados compreendem a auditoria independente das demonstrações financeiras consolidadas da Companhia encerrado em 31 de dezembro de 2023;A remuneração dos auditores independentes relativa aos trabalhos referentes ao exercício social encerrado em 31 de dezembro de 2023 foi de R$ 354.000,00;Não se aplica;Não se aplica
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;127271;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA;;49928567000111;003859;Nacional;2022-01-18;;2022-01-01;Auditoria das demonstrações financeiras individuais e consolidadas referentes ao exercício a findar-se em 31 de dezembro de 2023 e revisão das informações financeiras intermediárias referentes aos trimestres findo e a findarem-se em 31 de março de 2023, 30 de junho de 2023 e 30 de setembro de 2023;No exercício social encerrado em 31 de dezembro de 2023, os auditores independentes da Deloitte Touche Tohmatsu Auditores Independentes LTDA., inscrita no CNPJ/MF sob o nº 49.928.567/0001-11, receberão honorários que totalizarão valor de R$401.964,00 líquido de impostos, referentes aos serviços de auditoria das demonstrações contábeis dos anos de 2023. Além dessa quantia, não houve atribuição de serviços adicionais feitos pelo auditor independente.;Rodízio de auditor independente;N/A
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;127272;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2021-01-24;;2021-01-01;Auditoria das demonstrações financeiras individuais e consolidadas referentes ao exercício a findar-se em 31 de dezembro de 2021 e revisão das informações financeiras intermediárias referentes aos trimestres findo e a findarem-se em 31 de março de 2021, 30 de junho de 2021 e 30 de setembro de 2021;No exercício social encerrado em 31 de dezembro de 2021, os auditores independentes da KPMG Auditores Independentes, inscrita no CNPJ/MF sob o nº 57.755.217/0001-29, receberam honorários que totalizaram o valor de R$389.370,00, referentes aos serviços de auditoria das demonstrações contábeis dos do ano de 2021.;Fim do mandato de 5 anos do auditor independente anterior;N/A
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;126847;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2023-04-27;;2021-01-01;A PricewaterhouseCoopers foi contratada para prestar serviços de auditoria com emissão de parecer sobre as demonstrações financeiras individuais e consolidadas da Companhia para o exercício a se encerrar em 31 de dezembro de 2022 e 2023 e para a revisão e emissão de um relatório sobre as informações financeiras intermediárias não auditadas da Companhia de 31 de março, 30 de junho e 30 de setembro de 2022 e 2023. A PricewaterhouseCoopers também foi contratada para prestar o serviço de asseguração limitada dos dados apresentados no Relatório Integrado 2023.;Montante total de R$3.156.618,00 sendo (i) montante de R$2.472.000,00 referentes a serviços de auditoria contábil, (ii) montante de R$208.000,00 referentes ao serviço de asseguração, e (iii) montante de R$476.618,00 referentes a emissão de carta conforto sobre oferta pública de distribuição de certificado de recebíveis imobiliários ("CRI").;Não aplicável, uma vez que não houve substituição.;Não aplicável.
08.811.643/0001-27;2024-12-31;4;141390;TRISUL S.A.;126422;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;;54276936000330;010324;Nacional;2012-03-05;;2012-03-05;Serviço de Auditoria Independente, contemplando: (i) Auditoria Independente das Demonstrações Contábeis do Exercício Social de 2023, com base nas Normas e Procedimentos Contábeis adotados no Brasil e a emissão de Relatório do Auditor Independente s/as Demonstrações Contábeis e (ii) revisão limitada das Demonstrações Contábeis Intermediárias e emissão de Relatório de Revisão Especial de informações Trimestrais (ITRs) relativas aos períodos findos em 31 de março, e 30 de junho e 30 de setembro de 2023.;R$ 416.021,82;Término do prazo estipulado conforme art. 31 da Instrução CVM 308/99.;Não aplicável.
08.822.767/0001-08;2024-12-31;2;138970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;125102;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2023-05-09;;2023-05-09;Auditoria: execução de serviços de auditoria, com a finalidade de emitir relatório de auditoria de acordo com as normas brasileiras e internacionais de auditoria.Revisão das Informações contábeis intermediárias: execução de serviços de revisão de informações contábeis intermediárias, com a finalidade de emitir um relatório de revisão de acordo com as normas brasileiras e internacionais de revisão de informações contábeis  intermediárias, que contemple o balanço patrimonial em 31 de março, 30 de junho e 30 de setembro de 2023 e as respectivas demonstrações do resultado, do resultado abrangente, das mutações do patrimônio líquido e dos fluxos de caixa para os períodos de três, seis e nove meses a findarem-se naquelas datas, incluindo as notas explicativas, de acordo com o CPC 21(R1).;Auditoria e Revisão das Informações contábeis intermediárias: R$ 226.859,80;Não aplicável, pois não houve substituição do último auditor;Não aplicável, pois não houve substituição do último auditor
08.827.501/0001-58;2024-12-31;3;139660;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;125764;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA;;61366936000800;004715;Nacional;2019-04-01;;2019-04-01;Os auditores independentes estão contratados para prestarem serviços para a Companhia relativos à auditoria das demonstrações financeiras individuais e consolidadas da Companhia, preparadas de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e normas internacionais de relatório financeiro (IFRS), referentes aos exercícios sociais encerrados em 31 de dezembro de 2021, 2022 e 2023, ao exercício social corrente e revisão limitada das respectivas demonstrações trimestrais (ITR) desses mesmos períodos. Nos exercícios citados a Companhia contratou a Ernst & Young Auditores Independentes S/S apenas para realização de serviços mencionados acima.;O montante total da remuneração pelos serviços prestados foram de:R$ 540.847,64 referente ao exercício social encerrado em 31 de dezembro de 2023.;Não aplicável;Não aplicável
08.827.501/0001-58;2024-12-31;3;139660;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;125765;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2023-11-24;;2024-01-01;Os auditores independentes estão contratados para prestarem serviços relativos à auditoria das demonstrações financeiras da Companhia, preparadas de acordo com as práticas contábeis adotadas no Brasil (BR GAAP) e normas internacionais de relatório financeiro (IFRS), referente ao exercício social findo em 31 de dezembro de 2024, assim como, revisão limitada das demonstrações intermediárias trimestrais (ITR) dos períodos findos em 31 de março, 30 de junho e 30 de setembro de 2024.;N/A;A substituição visa atender ao disposto no artigo 31 da Resolução CVM 23, o qual determina a rotatividade dos auditores independentes no prazo de 5 anos, e contou com a anuência dos auditores substituídos (EY).;N/A
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;125294;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2023-07-27;;2020-01-01;Os auditores independentes prestaram os seguintes serviços para a Companhia: (i) revisão das informações financeiras individuais e consolidadas preparadas de acordo com o "CPC 21(R1) - Demonstração Intermediária" e a norma internacional "IAS 34 - Interim Financial Reporting", emitida pelo International Accounting Standards Board (IASB) referentes à 30.06.2023 e 30.09.2023 (ii) auditoria das demonstrações financeiras individuais e consolidadas preparadas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro (IFRS) emitidas pelo International Accounting Standards Board (IASB) referentes à 2020, 2021, 2022 e 2023 e (iii) demonstrações financeiras individuais e consolidadas para fins de registro de companhia aberta, com data-base de 31 de março de 2024.;Em 2023, o montante total da remuneração paga aos auditores independentes foi de R$ 722.000 (honorários relativos a serviços de auditoria externa).;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;126708;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2023-07-27;;2020-01-01;Os auditores independentes prestaram os seguintes serviços para a Companhia: (i) revisão das informações financeiras individuais e consolidadas preparadas de acordo com o "CPC 21(R1) - Demonstração Intermediária" e a norma internacional "IAS 34 - Interim Financial Reporting", emitida pelo International Accounting Standards Board (IASB) referentes à 30.06.2023 e 30.09.2023 (ii) auditoria das demonstrações financeiras individuais e consolidadas preparadas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro (IFRS) emitidas pelo International Accounting Standards Board (IASB) referentes à 2020, 2021, 2022 e 2023 e (iii) demonstrações financeiras individuais e consolidadas para fins de registro de companhia aberta, com data-base de 31 de março de 2024.;Em 2023, o montante total da remuneração paga aos auditores independentes foi de R$ 722.000 (honorários relativos a serviços de auditoria externa).;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;127049;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2023-07-27;;2020-01-01;Os auditores independentes prestaram os seguintes serviços para a Companhia: (i) revisão das informações financeiras individuais e consolidadas preparadas de acordo com o "CPC 21(R1) - Demonstração Intermediária" e a norma internacional "IAS 34 - Interim Financial Reporting", emitida pelo International Accounting Standards Board (IASB) referentes à 30.06.2023 e 30.09.2023 (ii) auditoria das demonstrações financeiras individuais e consolidadas preparadas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro (IFRS) emitidas pelo International Accounting Standards Board (IASB) referentes à 2020, 2021, 2022 e 2023 e (iii) demonstrações financeiras individuais e consolidadas para fins de registro de companhia aberta, com data-base de 31 de março de 2024.;Em 2023, o montante total da remuneração paga aos auditores independentes foi de R$ 722.000 (honorários relativos a serviços de auditoria externa).;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.;Não aplicável, tendo em vista que não houve substituição dos auditores independentes.
08.873.873/0001-10;2024-12-31;4;140874;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;126200;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2020-05-08;;2020-05-08;Prestação de serviços profissionais de auditoria externa: (i) das Demonstrações Financeiras individuais e consolidadas da Companhia, referente ao exercício findo em 31 de dezembro de 2023  preparadas de acordo com as práticas contábeis adotadas no Brasil incluindo os pronunciamentos, interpretações e orientações emitidos pelo Comitê de Pronunciamentos Contábeis (CPC),  aprovadas pela Comissão de Valores Mobiliários - CVM e as normas internacionais de relatório financeiro (International Financial Reporting Standards (IFRS)), emitidas pelo International Accounting Standards Board ("IASB") e (ii) revisão das Informações Contábeis Intermediárias Trimestrais individuais e consolidadas da Companhia dos períodos findos em 31 de março de 2023, 30 de junho de 2023 e 30 de setembro de 2023, preparadas de acordo com as normas brasileiras e internacionais de revisão de informações intermediárias (NBC TR 2410 - Revisão de Informações Intermediárias Executadas pelo Auditor da Entidade e ISRE2410 - Review of Interim Financial Information Performed by the Independent Auditor of the Entity).Prestação de serviços profissionais não relacionados à auditoria externa: (i) Procedimentos Previamente Acordados para emissão de Relatório de apuração do ICSD ("Índice de Cobertura do Serviço de Dívida") projetado e da Relação entre Patrimônio Líquido Ajustado / Passivo total das controladas Ecoponte e Eco050 para envio ao agente fiduciário das Debêntures das referidas controladas (ii) Consultoria de benefícios fiscais da Lei do Bem para a Companhia e suas controladas Ecopistas, Eco101 e Eco050 e (iii) Carta Conforto ("Confort Letter") no âmbito da 2ª emissão de debêntures da controlada Ecovias do Cerrado.;No exercício social findo em 31 de dezembor de 2023, a PricewaterhouseCoopers Auditores Independentes recebeu honorários que totalizam, de forma consolidada R$ 6.334 (R$ mil), sendo (i) R$ 4.910 sobre os serviços prossionais de auditoria externa e (ii) 1.424 sobre os serviços profissionais não relacionados à auditoria externa.;Não aplicável.;Não aplicável.
