CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social;Tipo_Capital;Data_Autorizacao_Aprovacao;Valor_Capital;Prazo_Integralizacao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes
09.326.342/0001-70;2024-12-31;1;138554;AUTOPISTA FERNÃO DIAS SA;316674;Capital Subscrito;2023-09-25;1733584583.33;;2962381424;0;2962381424
09.326.342/0001-70;2024-12-31;1;138554;AUTOPISTA FERNÃO DIAS SA;316675;Capital Integralizado;2023-09-25;1733584583.33;;2962381424;0;2962381424
09.336.431/0001-06;2024-12-31;2;138295;AUTOPISTA REGIS BITTENCOURT SA;316054;Capital Emitido;2023-04-28;978785421.84;N/A;747759759;0;747759759
09.336.431/0001-06;2024-12-31;2;138295;AUTOPISTA REGIS BITTENCOURT SA;316055;Capital Subscrito;2023-04-28;978785421.84;N/A;747759759;0;747759759
09.336.431/0001-06;2024-12-31;2;138295;AUTOPISTA REGIS BITTENCOURT SA;316056;Capital Integralizado;2023-04-28;976785421.84;24 meses;747759759;0;747759759
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;322755;Capital Autorizado;2021-05-10;0.00;N/A;7500000000;0;7500000000
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;322756;Capital Emitido;2024-09-19;12898655563.88;N/A;5426500000;0;5426500000
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;322757;Capital Subscrito;2024-09-19;12898655563.88;N/A;5426500000;0;5426500000
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;322758;Capital Integralizado;2024-09-19;12898655563.88;N/A;5426500000;0;5426500000
09.347.516/0001-81;2024-12-31;3;141673;ELETROMIDIA S.A.;321856;Capital Emitido;2022-02-17;218062196.00;;139983753;0;139983753
09.347.516/0001-81;2024-12-31;3;141673;ELETROMIDIA S.A.;321857;Capital Subscrito;2022-02-17;218062196.00;;139983753;0;139983753
09.347.516/0001-81;2024-12-31;3;141673;ELETROMIDIA S.A.;321858;Capital Integralizado;2022-02-17;218062196.00;;139983753;0;139983753
09.347.516/0001-81;2024-12-31;3;141673;ELETROMIDIA S.A.;321859;Capital Autorizado;2021-02-11;0.00;N.A.;250000000;0;250000000
09.359.927/0001-97;2024-12-31;4;141847;ASA BRANCA HOLDING S.A.;322397;Capital Emitido;2024-06-30;50222130.28;N/A;64042606;0;64042606
09.359.927/0001-97;2024-12-31;4;141847;ASA BRANCA HOLDING S.A.;322398;Capital Subscrito;2024-06-30;50222130.28;N/A;64042606;0;64042606
09.359.927/0001-97;2024-12-31;4;141847;ASA BRANCA HOLDING S.A.;322399;Capital Integralizado;2024-06-30;50222130.28;N/A;64042606;0;64042606
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;319065;Capital Emitido;2023-11-13;24794233773.66;Conforme chamada de capital;1801134793836;0;1801134793836
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;319066;Capital Subscrito;2023-11-13;24794233773.66;conforme chamada de capital;1801134793836;0;1801134793836
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;319067;Capital Integralizado;2023-11-13;24794233773.66;N/A;1801134793836;0;1801134793836
09.414.761/0001-64;2024-12-31;3;141468;K-INFRA RODOVIA DO AÇO S.A.;321309;Capital Integralizado;2018-11-23;438326889.00;;438326889;0;438326889
09.478.309/0001-66;2024-12-31;1;138416;BRASIL BIOFUELS S.A.;316344;Capital Emitido;2023-09-08;1032723027.58;N/A;6055973;0;6055973
09.478.309/0001-66;2024-12-31;1;138416;BRASIL BIOFUELS S.A.;316345;Capital Subscrito;2023-09-08;1032723027.58;N/A;6055973;0;6055973
09.478.309/0001-66;2024-12-31;1;138416;BRASIL BIOFUELS S.A.;316346;Capital Integralizado;2023-09-08;1032723027.58;N/A;6055973;0;6055973
09.478.309/0001-66;2024-12-31;1;138416;BRASIL BIOFUELS S.A.;316347;Capital Autorizado;2023-09-08;0.00;N/A;6055973;0;6055973
09.527.023/0001-23;2024-12-31;2;139424;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;318857;Capital Emitido;2023-08-18;518000000.00;N/A;232476294;0;232476294
09.527.023/0001-23;2024-12-31;2;139424;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;318858;Capital Subscrito;2023-08-18;518000000.00;N/A;232476294;0;232476294
09.527.023/0001-23;2024-12-31;2;139424;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;318859;Capital Integralizado;2023-08-18;518000000.00;;232476294;0;232476294
09.527.023/0001-23;2024-12-31;2;139424;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;318860;Capital Autorizado;2021-08-18;0.00;;284000000;0;284000000
09.538.973/0001-53;2024-12-31;3;141901;PDG COMPANHIA SECURITIZADORA;322563;Capital Subscrito;2024-04-26;1932239.89;;844231;0;0
09.538.973/0001-53;2024-12-31;3;141901;PDG COMPANHIA SECURITIZADORA;322564;Capital Integralizado;2024-04-26;1932239.89;;844231;0;0
09.584.854/0001-37;2024-12-31;1;138370;MANAUS TRANSMISSORA DE ENERGIA S.A;316223;Capital Autorizado;2021-09-27;3000000000.00;;0;0;0
09.584.854/0001-37;2024-12-31;1;138370;MANAUS TRANSMISSORA DE ENERGIA S.A;316224;Capital Emitido;2015-12-15;1115333123.00;;1255333123;0;1255333123
09.584.854/0001-37;2024-12-31;1;138370;MANAUS TRANSMISSORA DE ENERGIA S.A;316225;Capital Subscrito;2015-12-15;1115333123.00;;1255333123;0;1255333123
09.584.854/0001-37;2024-12-31;1;138370;MANAUS TRANSMISSORA DE ENERGIA S.A;316226;Capital Integralizado;2015-12-15;1115333123.00;;1255333123;0;1255333123
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;318657;Capital Autorizado;2020-06-09;600000000.00;;0;0;0
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;318658;Capital Emitido;2020-04-30;87206313.34;;86885350;0;86885350
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;318659;Capital Subscrito;2020-04-30;87206313.34;;86885350;0;86885350
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;318660;Capital Integralizado;2020-04-30;87206313.34;;86885350;0;86885350
09.625.321/0001-56;2024-12-31;1;138379;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;316238;Capital Emitido;2014-12-03;1687300000.86;;1687300000;0;1687300000
09.625.321/0001-56;2024-12-31;1;138379;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;316239;Capital Subscrito;2014-12-03;1687300000.86;;1687300000;0;1687300000
09.625.321/0001-56;2024-12-31;1;138379;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;316240;Capital Integralizado;2014-12-03;1687300000.86;;1687300000;0;1687300000
09.625.321/0001-56;2024-12-31;1;138379;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;316241;Capital Autorizado;2014-12-03;1687400000.00;;0;0;0
09.813.204/0001-16;2024-12-31;1;138763;W2W E-COMMERCE DE VINHOS S.A.;317160;Capital Autorizado;2020-10-06;0.00;N/A;230772179;0;230772179
09.813.204/0001-16;2024-12-31;1;138763;W2W E-COMMERCE DE VINHOS S.A.;317161;Capital Integralizado;2022-12-13;236862275.68;;108655567;0;108655567
09.813.204/0001-16;2024-12-31;1;138763;W2W E-COMMERCE DE VINHOS S.A.;317162;Capital Emitido;2022-12-13;236862275.68;;108655567;0;108655567
09.813.204/0001-16;2024-12-31;1;138763;W2W E-COMMERCE DE VINHOS S.A.;317163;Capital Subscrito;2022-12-13;236862275.68;;108655567;0;108655567
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;322067;Capital Integralizado;2020-12-15;469907564.00;N/A;9140944;0;9140944
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;322068;Capital Autorizado;2020-10-19;800000000.00;N/A;0;0;0
10.215.988/0001-60;2024-12-31;1;138762;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;317157;Capital Emitido;2023-12-22;13493786849.54;;2142719169;0;2142719169
10.215.988/0001-60;2024-12-31;1;138762;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;317158;Capital Subscrito;2023-12-22;13493786849.54;;2142719169;0;2142719169
10.215.988/0001-60;2024-12-31;1;138762;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;317159;Capital Integralizado;2023-12-22;13493786849.54;;2142719169;0;2142719169
10.234.027/0001-00;2024-12-31;1;138218;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;315929;Capital Emitido;2018-05-08;667013209.00;;667013209;0;667013209
10.234.027/0001-00;2024-12-31;1;138218;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;315930;Capital Subscrito;2018-05-08;667013209.00;;667013209;0;667013209
10.234.027/0001-00;2024-12-31;1;138218;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;315931;Capital Integralizado;2018-05-08;667013209.00;;667013209;0;667013209
10.240.186/0001-00;2024-12-31;1;138207;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;315895;Capital Emitido;2018-05-08;632529094.00;-;632529094;0;632529094
10.240.186/0001-00;2024-12-31;1;138207;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;315896;Capital Subscrito;2018-05-08;632529094.00;-;632529094;0;632529094
10.240.186/0001-00;2024-12-31;1;138207;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;315897;Capital Integralizado;2018-05-08;632529094.00;;632529094;0;632529094
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;317323;Capital Emitido;2021-09-14;4155810711.64;;784747373;0;784747373
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;317324;Capital Subscrito;2021-09-14;4155810711.64;;784747373;0;784747373
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;317325;Capital Integralizado;2021-09-14;4155810711.64;;784747373;0;784747373
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;317326;Capital Emitido;2021-07-20;2501321419.00;;527614940;0;527614940
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;317327;Capital Subscrito;2021-07-20;2501321419.00;;527614940;0;527614940
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;317328;Capital Integralizado;2021-07-20;2501321419.00;;527614940;0;527614940
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;317329;Capital Autorizado;2020-07-01;0.00;;650000000;0;650000000
10.319.900/0001-50;2024-12-31;2;142162;CICLUS AMBIENTAL RIO S/A;323273;Capital Autorizado;2022-04-29;0.00;;12000000;0;12000000
10.319.900/0001-50;2024-12-31;2;142162;CICLUS AMBIENTAL RIO S/A;323274;Capital Emitido;2016-04-29;110000273.00;;60000273;0;60000273
10.319.900/0001-50;2024-12-31;2;142162;CICLUS AMBIENTAL RIO S/A;323275;Capital Subscrito;2016-04-29;110000273.00;;60000273;0;60000273
10.319.900/0001-50;2024-12-31;2;142162;CICLUS AMBIENTAL RIO S/A;323276;Capital Integralizado;2016-04-29;110000273.00;;60000273;0;60000273
10.324.624/0001-18;2024-12-31;2;138909;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;317554;Capital Emitido;2021-09-17;1458916451.52;;1613694012;0;1613694012
10.324.624/0001-18;2024-12-31;2;138909;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;317555;Capital Subscrito;2021-09-17;1458916451.52;;1613694012;0;1613694012
10.324.624/0001-18;2024-12-31;2;138909;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;317556;Capital Integralizado;2021-09-17;1458916451.52;;1613694012;0;1613694012
10.338.320/0001-00;2024-12-31;1;137716;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;314726;Capital Emitido;2017-01-31;33084700.00;;63084700;0;63084700
10.338.320/0001-00;2024-12-31;1;137716;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;314727;Capital Subscrito;2017-01-31;33084700.00;;63084700;0;63084700
10.338.320/0001-00;2024-12-31;1;137716;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;314728;Capital Integralizado;2017-01-31;33084700.00;;63084700;0;63084700
10.338.320/0001-00;2024-12-31;1;137716;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;314729;Capital Autorizado;2008-12-23;70000000.00;;0;0;0
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;316177;Capital Emitido;2023-05-30;736842105.00;29/05/2028;736842105;0;736842105
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;316178;Capital Integralizado;2023-05-30;715343048.00;;715343048;0;715343048
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;316179;Capital Subscrito;2023-05-30;736842105.00;29/05/2028;736842105;0;736842105
10.488.244/0001-19;2024-12-31;1;138293;INFRASEC SECURITIZADORA S.A.;316053;Capital Autorizado;2008-11-07;10000.00;;10000;0;10000
10.502.676/0001-37;2024-12-31;3;141444;TERMELÉTRICA PERNAMBUCO III S.A.;321253;Capital Emitido;2014-02-27;171047758.24;Integralizado;26162998;0;26162998
10.531.501/0001-58;2024-12-31;3;142033;CONC AUTO RAPOSO TAVARES S.A.;322913;Capital Emitido;2022-12-31;2451400000.00;;6301299487;6301299488;12602598975
10.531.501/0001-58;2024-12-31;3;142033;CONC AUTO RAPOSO TAVARES S.A.;322914;Capital Subscrito;2022-12-31;2451400000.00;;6301299487;6301299488;12602598975
10.531.501/0001-58;2024-12-31;3;142033;CONC AUTO RAPOSO TAVARES S.A.;322915;Capital Integralizado;2022-12-31;2451400000.00;;6301299487;6301299488;12602598975
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;320378;Capital Emitido;2022-06-30;197418077.28;Até 30/06/2022;146235785;0;146235785
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;320379;Capital Subscrito;2022-06-30;197418077.28;Até 30/06/2022;146235785;0;146235785
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;320380;Capital Integralizado;2022-06-30;197418077.28;Não aplicável;146235785;0;146235785
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;320381;Capital Autorizado;2012-06-29;2000000000.00;Não aplicável;0;0;0
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;318024;Capital Emitido;2024-03-15;7834786062.24;;892059934;0;892059934
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;318025;Capital Subscrito;2024-03-15;7834786062.24;;892059934;0;892059934
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;318026;Capital Integralizado;2024-03-15;7834786062.24;;892059934;0;892059934
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;318027;Capital Autorizado;2024-03-15;2165213937.76;;0;0;0
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;317793;Capital Subscrito;2019-04-30;499000000.00;;249500000;249500000;499000000
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;317794;Capital Subscrito;2016-09-14;389000000.00;Até a data do Edital;194500000;194500000;389000000
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;317795;Capital Subscrito;2016-09-14;389000000.00;Até a data do Edital;194500000;194500000;389000000
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;317796;Capital Emitido;2011-07-15;289000000.00;Até a data do Edital;144500450;144499550;289000000
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;317797;Capital Emitido;2011-07-15;289000000.00;Até a data do Edital;144500450;144499550;289000000
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;317798;Capital Subscrito;2011-07-15;289000000.00;Até a data do Edital;144500450;144499550;289000000
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;317799;Capital Subscrito;2011-07-15;289000000.00;Até a data do Edital;144500450;144499550;289000000
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;317800;Capital Integralizado;2011-07-15;200999090.00;Até a data do Edital;100499545;100499545;200999090
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;317801;Capital Integralizado;2011-07-15;200999090.00;Até a data do Edital;100499545;100499545;200999090
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;317802;Capital Autorizado;2009-12-18;289000000.00;;144500000;144500000;289000000
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;317803;Capital Autorizado;2009-12-18;289000000.00;;144500000;144500000;289000000
10.647.979/0001-48;2024-12-31;1;138846;CONC ROTA DAS BANDEIRAS S.A.;317404;Capital Integralizado;2011-12-31;556799050.00;;278399525;278399525;556799050
10.647.979/0001-48;2024-12-31;1;138846;CONC ROTA DAS BANDEIRAS S.A.;317405;Capital Emitido;2010-12-31;556799050.00;31/12/2011;278399525;278399525;556799050
10.647.979/0001-48;2024-12-31;1;138846;CONC ROTA DAS BANDEIRAS S.A.;317406;Capital Subscrito;2010-12-31;556799050.00;31/12/2011;278399525;278399525;556799050
10.647.979/0001-48;2024-12-31;1;138846;CONC ROTA DAS BANDEIRAS S.A.;317407;Capital Autorizado;2010-12-31;0.00;;0;0;0
10.670.314/0001-55;2024-12-31;1;138183;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;315826;Capital Subscrito;2022-10-03;991206707.52;;828812035;0;828812035
10.670.314/0001-55;2024-12-31;1;138183;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;315827;Capital Integralizado;2022-10-03;991206707.52;;828812035;0;828812035
10.670.314/0001-55;2024-12-31;1;138183;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;315828;Capital Integralizado;2022-03-30;935021856.52;;772627184;0;772627184
10.670.314/0001-55;2024-12-31;1;138183;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;315829;Capital Subscrito;2022-03-29;935021856.52;;772627184;0;772627184
10.670.314/0001-55;2024-12-31;1;138183;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;315830;Capital Integralizado;2017-04-13;797516438.52;;635121766;0;635121766
10.670.314/0001-55;2024-12-31;1;138183;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;315831;Capital Integralizado;2016-12-19;756146438.52;;635121766;0;635121766
10.670.314/0001-55;2024-12-31;1;138183;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;315832;Capital Subscrito;2016-02-18;797516438.52;31/12/2016;635121766;0;635121766
10.678.505/0001-63;2024-12-31;2;141730;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;322034;Capital Integralizado;2015-06-30;303578475.96;;30357847596;0;30357847596
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;322725;Capital Emitido;2022-01-25;674940442.77;Totalmente integralizado;200546184;114440928;314987112
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;322726;Capital Subscrito;2022-01-25;674940442.77;Totalmente integralizado;200546184;114440928;314987112
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;322727;Capital Integralizado;2022-01-25;674940442.77;Totalmente integralizado;200546184;114440928;314987112
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;322728;Capital Autorizado;2020-09-01;0.00;;0;0;200000000
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;322041;Capital Emitido;2023-11-24;1755263701.98;;525591097;0;525591097
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;322042;Capital Subscrito;2023-11-24;1755263701.98;;525591097;0;525591097
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;322043;Capital Integralizado;2023-11-24;1755263701.98;;525591097;0;525591097
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;322044;Capital Autorizado;2011-08-03;5000000000.00;;0;0;0
10.807.374/0001-77;2024-12-31;6;141920;BOA SAFRA SEMENTES S.A.;322608;Capital Emitido;2024-04-18;768834452.40;Totalmente Integralizado;135322144;0;135322144
10.807.374/0001-77;2024-12-31;6;141920;BOA SAFRA SEMENTES S.A.;322609;Capital Subscrito;2024-04-18;768834452.40;Totalmente Integralizado;135322144;0;135322144
10.807.374/0001-77;2024-12-31;6;141920;BOA SAFRA SEMENTES S.A.;322610;Capital Integralizado;2024-04-18;768834452.40;Totalmente Integralizado;135322144;0;135322144
10.807.374/0001-77;2024-12-31;6;141920;BOA SAFRA SEMENTES S.A.;322611;Capital Autorizado;2020-10-14;0.00;Não aplicável;1000000000;0;1000000000
10.835.932/0001-08;2024-12-31;1;137848;CIA ENERGETICA DE PERNAMBUCO - CELPE;315057;Capital Integralizado;2022-10-28;663177693.34;;66052187;7647788;73699975
10.835.932/0001-08;2024-12-31;1;137848;CIA ENERGETICA DE PERNAMBUCO - CELPE;315058;Capital Autorizado;2005-07-08;700000000.00;;0;0;0
10.841.050/0001-55;2024-12-31;2;138068;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;315583;Capital Emitido;2023-06-13;287664883.37;;287664883;0;287664883
10.841.050/0001-55;2024-12-31;2;138068;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;315584;Capital Subscrito;2023-06-13;287664883.37;;287664883;0;287664883
10.841.050/0001-55;2024-12-31;2;138068;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;315585;Capital Integralizado;2023-06-13;287664883.37;;287664883;0;287664883
10.841.050/0001-55;2024-12-31;2;138068;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;315586;Capital Autorizado;2020-05-06;716454987.00;;0;0;0
11.274.829/0001-07;2024-12-31;3;138180;COMPANHIA PAULISTA DE SECURITIZAÇÃO;315816;Capital Autorizado;2018-02-28;450000000.00;;4500000;0;4500000
11.274.829/0001-07;2024-12-31;3;138180;COMPANHIA PAULISTA DE SECURITIZAÇÃO;315817;Capital Emitido;2022-03-22;283095600.00;;2830956;0;0
11.274.829/0001-07;2024-12-31;3;138180;COMPANHIA PAULISTA DE SECURITIZAÇÃO;315818;Capital Integralizado;2022-03-22;283095600.00;;2830956;0;0
11.274.829/0001-07;2024-12-31;3;138180;COMPANHIA PAULISTA DE SECURITIZAÇÃO;315819;Capital Subscrito;2022-03-22;283095600.00;;2830956;0;0
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;316609;Capital Emitido;2024-04-17;1000000.00;Não aplicável;31563621;0;31563621
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;316610;Capital Subscrito;2024-04-17;1000000.00;Não aplicável;31563621;0;31563621
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;316611;Capital Integralizado;2024-04-17;1000000.00;Não aplicável;31563621;0;31563621
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;316612;Capital Autorizado;2015-03-16;0.00;Não aplicável;8992268;0;8992268
