CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
09.053.134/0001-45;2024-12-31;2;141379;ELFA MEDICAMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;3.00;116.000000;2.68;0.00;0.00
09.053.134/0001-45;2024-12-31;2;141379;ELFA MEDICAMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;10.000000;5.45;3.98;0.00
09.053.134/0001-45;2024-12-31;2;141379;ELFA MEDICAMENTOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;2.00;34.000000;1.49;0.00;0.00
09.053.134/0001-45;2024-12-31;2;141379;ELFA MEDICAMENTOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;46.000000;4.40;0.00;0.00
09.053.134/0001-45;2024-12-31;2;141379;ELFA MEDICAMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;3.00;113.000000;1.46;0.00;0.00
09.053.134/0001-45;2024-12-31;2;141379;ELFA MEDICAMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;7.00;0.000000;0.00;0.00;0.00
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;4.33;4.33;0.000000;0.00;0.00;0.00
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;4.25;2.96;0.000000;0.00;0.00;0.00
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
09.114.805/0001-30;2024-12-31;3;140413;OCEANPACT SERVIÇOS MARITIMOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
09.114.805/0001-30;2024-12-31;3;140413;OCEANPACT SERVIÇOS MARITIMOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.16;0.00;0.000000;0.00;0.00;0.00
09.114.805/0001-30;2024-12-31;3;140413;OCEANPACT SERVIÇOS MARITIMOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.67;0.00;0.000000;0.00;0.00;0.00
09.114.805/0001-30;2024-12-31;3;140413;OCEANPACT SERVIÇOS MARITIMOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;0.00;0.000000;0.00;0.00;0.00
09.114.805/0001-30;2024-12-31;3;140413;OCEANPACT SERVIÇOS MARITIMOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.08;0.00;0.000000;0.00;0.00;0.00
09.114.805/0001-30;2024-12-31;3;140413;OCEANPACT SERVIÇOS MARITIMOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;0.00;0.000000;0.00;0.00;0.00
09.114.805/0001-30;2024-12-31;3;140413;OCEANPACT SERVIÇOS MARITIMOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
09.114.805/0001-30;2024-12-31;3;140413;OCEANPACT SERVIÇOS MARITIMOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;10.00;0.00;0.000000;0.00;0.00;0.00
09.229.201/0001-30;2024-12-31;2;142001;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
09.229.201/0001-30;2024-12-31;2;142001;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.250000;0.00;0.00;12.55
09.229.201/0001-30;2024-12-31;2;142001;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
09.229.201/0001-30;2024-12-31;2;142001;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0.180000;0.00;0.00;15.07
09.229.201/0001-30;2024-12-31;2;142001;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
09.229.201/0001-30;2024-12-31;2;142001;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;6.00;0.230000;0.00;0.00;18.12
09.295.063/0001-97;2024-12-31;4;141361;TECHNOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;4.00;1.500000;1.37;1.37;1.37
09.295.063/0001-97;2024-12-31;4;141361;TECHNOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;1.500000;1.37;1.37;1.37
09.295.063/0001-97;2024-12-31;4;141361;TECHNOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;4.00;1.600000;1.37;1.37;1.37
09.295.063/0001-97;2024-12-31;4;141361;TECHNOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;1.600000;1.37;1.37;1.37
09.295.063/0001-97;2024-12-31;4;141361;TECHNOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;3.00;1.600000;1.36;1.36;1.36
09.295.063/0001-97;2024-12-31;4;141361;TECHNOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;1.600000;1.36;1.36;1.36
09.305.994/0001-29;2024-12-31;6;141662;AZUL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.800000;17.10;0.00;11.85
09.305.994/0001-29;2024-12-31;6;141662;AZUL S.A.;2021-01-01;2021-12-31;Conselho de Administração;11.00;10.75;2.600000;9.00;0.00;11.85
09.305.994/0001-29;2024-12-31;6;141662;AZUL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;3.500000;17.50;0.00;17.20
09.305.994/0001-29;2024-12-31;6;141662;AZUL S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.00;11.00;4.000000;8.04;0.00;11.90
09.305.994/0001-29;2024-12-31;6;141662;AZUL S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.25;11.25;4.400000;8.00;0.00;0.00
09.305.994/0001-29;2024-12-31;6;141662;AZUL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;3.700000;16.50;0.00;15.20
09.325.109/0001-73;2024-12-31;1;138210;AUTOPISTA PLANALTO SUL SA;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
09.325.109/0001-73;2024-12-31;1;138210;AUTOPISTA PLANALTO SUL SA;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
09.325.109/0001-73;2024-12-31;1;138210;AUTOPISTA PLANALTO SUL SA;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
09.325.109/0001-73;2024-12-31;1;138210;AUTOPISTA PLANALTO SUL SA;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;2022-01-01;2022-12-31;Conselho de Administração;10.58;0.00;0.016000;3.64;3.64;3.64
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;2022-01-01;2022-12-31;Diretoria Estatutária;10.00;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;2021-01-01;2021-12-31;Conselho de Administração;11.00;0.00;0.016000;3.64;3.64;3.64
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;2021-01-01;2021-12-31;Diretoria Estatutária;8.25;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;2023-01-01;2023-12-31;Conselho de Administração;10.75;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;2023-01-01;2023-12-31;Diretoria Estatutária;10.92;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;2024-01-01;2024-12-31;Conselho de Administração;11.00;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;2024-01-01;2024-12-31;Diretoria Estatutária;13.00;0.00;0.000000;0.00;0.00;0.00
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
09.347.516/0001-81;2024-12-31;3;141673;ELETROMIDIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;98.000000;6.99;0.00;7.28
09.347.516/0001-81;2024-12-31;3;141673;ELETROMIDIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;1.00;0.000000;6.00;0.00;7.33
09.347.516/0001-81;2024-12-31;3;141673;ELETROMIDIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;2.00;0.360000;10.68;0.00;6.27
09.347.516/0001-81;2024-12-31;3;141673;ELETROMIDIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;4.000000;6.64;0.00;6.64
09.347.516/0001-81;2024-12-31;3;141673;ELETROMIDIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
09.347.516/0001-81;2024-12-31;3;141673;ELETROMIDIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;2.00;2.021000;1.49;0.00;7.41
09.347.516/0001-81;2024-12-31;3;141673;ELETROMIDIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
09.347.516/0001-81;2024-12-31;3;141673;ELETROMIDIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;98.000000;8.63;0.00;8.63
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.30;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2024-12-31;1;138763;W2W E-COMMERCE DE VINHOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2024-12-31;1;138763;W2W E-COMMERCE DE VINHOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2024-12-31;1;138763;W2W E-COMMERCE DE VINHOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2024-12-31;1;138763;W2W E-COMMERCE DE VINHOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2024-12-31;1;138763;W2W E-COMMERCE DE VINHOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
09.813.204/0001-16;2024-12-31;1;138763;W2W E-COMMERCE DE VINHOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.75;6.75;3.730000;0.00;0.00;0.00
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.50;7.50;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.75;7.75;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.00;8.00;0.000000;0.00;0.00;0.00
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.42;5.42;0.000000;0.00;0.00;0.00
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.25;6.25;0.220000;1743870.00;0.00;0.00
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.67;7.33;0.000000;0.00;0.00;0.00
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;0.220000;0.00;0.00;0.00
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;2.250000;1.34;0.00;0.00
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;2.00;2.780000;1.37;0.00;0.00
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.67;2.00;2.530000;1.36;1.41;0.00
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.75;1.92;2.530000;1.36;0.00;0.00
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.75;2.00;0.500000;5.00;0.00;3.91
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.610000;9.20;0.00;4.90
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.630000;17.98;0.00;6.03
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;8.00;0.030000;31.87;0.00;0.00
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;8.00;0.030000;31.87;0.00;31.87
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.560000;30.94;0.00;8.56
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0.000000;13.05;0.00;0.00
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;13.05;0.00;0.00
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.58;0.00;0.000000;0.00;0.00;0.00
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.66;2.66;69.000000;0.00;0.00;3.38
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
10.807.374/0001-77;2024-12-31;6;141920;BOA SAFRA SEMENTES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
10.807.374/0001-77;2024-12-31;6;141920;BOA SAFRA SEMENTES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.58;4.00;0.700000;13.04;0.00;0.00
10.807.374/0001-77;2024-12-31;6;141920;BOA SAFRA SEMENTES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
10.807.374/0001-77;2024-12-31;6;141920;BOA SAFRA SEMENTES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.66;3.00;0.300000;0.00;0.00;0.00
10.807.374/0001-77;2024-12-31;6;141920;BOA SAFRA SEMENTES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;6.00;0.700000;13.04;0.00;0.00
10.807.374/0001-77;2024-12-31;6;141920;BOA SAFRA SEMENTES S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;2023-01-01;2023-12-31;Conselho de Administração;5.00;2.00;0.000000;0.00;0.00;0.00
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;2023-01-01;2023-12-31;Diretoria Estatutária;3.67;3.67;0.000000;0.00;0.00;0.00
11.669.021/0001-10;2024-12-31;4;142083;ENAUTA PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
11.669.021/0001-10;2024-12-31;4;142083;ENAUTA PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
11.669.021/0001-10;2024-12-31;4;142083;ENAUTA PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.100000;12.42;0.00;12.42
11.669.021/0001-10;2024-12-31;4;142083;ENAUTA PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
11.669.021/0001-10;2024-12-31;4;142083;ENAUTA PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;2.460000;20.64;0.00;0.00
11.669.021/0001-10;2024-12-31;4;142083;ENAUTA PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
11.669.021/0001-10;2024-12-31;4;142083;ENAUTA PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;1.880000;20.20;0.00;0.00
11.669.021/0001-10;2024-12-31;4;142083;ENAUTA PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
11.721.921/0001-60;2024-12-31;4;141141;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;0.250000;37000.00;0.00;11000.00
11.721.921/0001-60;2024-12-31;4;141141;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;3.520000;500070.00;0.00;187975.00
11.721.921/0001-60;2024-12-31;4;141141;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;6.00;0.750000;116000.00;30000.00;0.00
11.721.921/0001-60;2024-12-31;4;141141;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;3.710000;586096.00;135300.00;5200.00
12.091.809/0001-55;2024-12-31;7;141817;3R PETROLEUM ÓLEO E GÁS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;2.00;0.230000;19.23;0.00;15.75
12.091.809/0001-55;2024-12-31;7;141817;3R PETROLEUM ÓLEO E GÁS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.460000;18.43;19.81;0.00
12.091.809/0001-55;2024-12-31;7;141817;3R PETROLEUM ÓLEO E GÁS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
12.091.809/0001-55;2024-12-31;7;141817;3R PETROLEUM ÓLEO E GÁS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.08;4.00;0.550000;19.11;0.00;15.75
