CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Quantidade_Acoes;Preco_Medio_Ponderado_Aquisicao;Preco_Medio_Ponderado_Mercado;Valor_Diferenca_Aquisicao_Mercado
09.813.204/0001-16;2024-12-31;1;138763;W2W E-COMMERCE DE VINHOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;0;0.00;0.00;0.00
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.83;0.00;0;0.00;0.00;0.00
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;441999;14.42;13.42;441999.00
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;1.00;299914;14.39;9.40;1496570.86
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.58;1.00;234029;0.00;2.97;-695066.13
10.835.932/0001-08;2024-12-31;1;137848;CIA ENERGETICA DE PERNAMBUCO - CELPE;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;2.00;23600;15.34;15.34;0.00
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
11.721.921/0001-60;2024-12-31;4;141141;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;241000;26.90;43.50;-4000600.00
11.721.921/0001-60;2024-12-31;4;141141;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;198383;25.51;36.00;-2081037.67
11.721.921/0001-60;2024-12-31;4;141141;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;6.00;56000;25.51;36.00;-587440.00
11.992.680/0001-93;2024-12-31;4;142044;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.33;0.00;0;0.00;0.00;0.00
11.992.680/0001-93;2024-12-31;4;142044;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.83;4.83;772778;0.00;10.89;-8415552.42
11.992.680/0001-93;2024-12-31;4;142044;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
11.992.680/0001-93;2024-12-31;4;142044;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.33;4.33;430643;0.00;21.70;-9344953.10
11.992.680/0001-93;2024-12-31;4;142044;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
11.992.680/0001-93;2024-12-31;4;142044;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;2.00;1075288;0.00;3.78;-4064588.64
12.049.631/0001-84;2024-12-31;4;139918;MOURA DUBEUX ENGENHARIA S/A;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
12.049.631/0001-84;2024-12-31;4;139918;MOURA DUBEUX ENGENHARIA S/A;2023-01-01;2023-12-31;Diretoria Estatutária;6.33;5.00;114731;5.52;5.52;0.00
12.104.241/0004-02;2024-12-31;11;141882;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.58;0.00;0;0.00;0.00;0.00
12.104.241/0004-02;2024-12-31;11;141882;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;11.25;1.00;0;0.00;0.00;0.00
12.181.987/0001-77;2024-12-31;6;141712;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;523250;5.48;4.43;549412.50
12.300.288/0001-07;2024-12-31;5;141513;NORTE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.00;0.00;0;0.00;0.00;0.00
12.300.288/0001-07;2024-12-31;5;141513;NORTE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;5.00;0.00;0;0.00;0.00;0.00
12.300.288/0001-07;2024-12-31;5;141513;NORTE ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;2023-01-01;2023-12-31;Diretoria Estatutária;7.41;7.41;0;0.00;0.00;0.00
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;2022-01-01;2022-12-31;Conselho de Administração;4.75;0.00;0;0.00;0.00;0.00
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;2022-01-01;2022-12-31;Diretoria Estatutária;6.25;6.25;0;0.00;0.00;0.00
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;2021-01-01;2021-12-31;Conselho de Administração;5.67;0.00;0;0.00;0.00;0.00
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;2024-01-01;2024-12-31;Conselho de Administração;5.67;0.00;0;0.00;0.00;0.00
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;2024-01-01;2024-12-31;Diretoria Estatutária;8.00;8.00;0;0.00;0.00;0.00
12.648.327/0001-53;2024-12-31;9;142156;HIDROVIAS DO BRASIL S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
12.648.327/0001-53;2024-12-31;9;142156;HIDROVIAS DO BRASIL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
12.648.327/0001-53;2024-12-31;9;142156;HIDROVIAS DO BRASIL S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
12.648.327/0001-53;2024-12-31;9;142156;HIDROVIAS DO BRASIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
12.648.327/0001-53;2024-12-31;9;142156;HIDROVIAS DO BRASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.50;0.00;0;0.00;0.00;0.00
12.648.327/0001-53;2024-12-31;9;142156;HIDROVIAS DO BRASIL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
12.648.327/0001-53;2024-12-31;9;142156;HIDROVIAS DO BRASIL S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
12.648.327/0001-53;2024-12-31;9;142156;HIDROVIAS DO BRASIL S.A.;2024-01-01;2024-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
12.648.327/0001-53;2024-12-31;9;142156;HIDROVIAS DO BRASIL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
13.574.594/0001-96;2024-12-31;7;142143;ZAMP SA;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
13.574.594/0001-96;2024-12-31;7;142143;ZAMP SA;2022-01-01;2022-12-31;Diretoria Estatutária;6.17;6.17;1502143;8.57;10.04;-2208150.21
13.574.594/0001-96;2024-12-31;7;142143;ZAMP SA;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;6.75;0;0.00;0.00;0.00
13.574.594/0001-96;2024-12-31;7;142143;ZAMP SA;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
13.574.594/0001-96;2024-12-31;7;142143;ZAMP SA;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
13.574.594/0001-96;2024-12-31;7;142143;ZAMP SA;2023-01-01;2023-12-31;Diretoria Estatutária;6.42;6.00;248726;0.00;5.07;-1261040.82
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;2.00;0;0.00;0.00;0.00
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;9.00;0;0.00;0.00;0.00
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;2.00;0;0.00;0.00;0.00
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;8.00;8.00;0;0.00;0.00;0.00
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;2.00;0;0.00;0.00;0.00
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;8.00;0;0.00;0.00;0.00
14.110.585/0001-07;2024-12-31;5;141806;MÉLIUZ S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.30;1.00;20844;84.32;0.00;1757566.08
14.110.585/0001-07;2024-12-31;5;141806;MÉLIUZ S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.66;0.00;0;0.00;0.00;0.00
14.110.585/0001-07;2024-12-31;5;141806;MÉLIUZ S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.25;1.91;0;0.00;0.00;0.00
14.110.585/0001-07;2024-12-31;5;141806;MÉLIUZ S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.67;4.67;0;0.00;0.00;0.00
14.110.585/0001-07;2024-12-31;5;141806;MÉLIUZ S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.83;0.00;0;0.00;0.00;0.00
14.110.585/0001-07;2024-12-31;5;141806;MÉLIUZ S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.83;0.00;0;0.00;0.00;0.00
14.127.813/0001-51;2024-12-31;4;142094;GETNINJAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;5.00;0;0.00;0.00;0.00
14.127.813/0001-51;2024-12-31;4;142094;GETNINJAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
14.127.813/0001-51;2024-12-31;4;142094;GETNINJAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.67;5.00;0;0.00;0.00;0.00
14.127.813/0001-51;2024-12-31;4;142094;GETNINJAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.08;2.08;0;0.00;0.00;0.00
14.191.427/0001-29;2024-12-31;1;137779;GRANBIO INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;1.00;0.00;0;0.00;0.00;0.00
14.191.427/0001-29;2024-12-31;1;137779;GRANBIO INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
14.191.427/0001-29;2024-12-31;1;137779;GRANBIO INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
14.191.427/0001-29;2024-12-31;1;137779;GRANBIO INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;1.00;0.00;0;0.00;0.00;0.00
14.191.427/0001-29;2024-12-31;1;137779;GRANBIO INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
14.191.427/0001-29;2024-12-31;1;137779;GRANBIO INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;4.00;0;0.00;0.00;0.00
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;4.00;0;0.00;0.00;0.00
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;4.00;0;0.00;0.00;0.00
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;4.00;0;0.00;0.00;0.00
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.67;0.00;0;0.00;0.00;0.00
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.33;0.00;0;0.00;0.00;0.00
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.33;0.00;0;0.00;0.00;0.00
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.42;0.00;0;0.00;0.00;0.00
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.92;0.00;0;0.00;0.00;0.00
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
15.139.629/0001-94;2024-12-31;2;138988;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;2.00;32267;15.34;15.34;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2022-01-01;2022-12-31;Conselho de Administração;5.00;2.00;0;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2021-01-01;2021-12-31;Conselho de Administração;5.00;1.00;0;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;0;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2023-01-01;2023-12-31;Conselho de Administração;6.00;4.00;0;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;7.00;843173;0.01;0.01;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2024-01-01;2024-12-31;Conselho de Administração;6.00;4.00;83276;0.01;0.01;0.00
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
16.404.287/0001-55;2024-12-31;3;141333;SUZANO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;1.00;130435;0.00;39.10;-5100008.50
16.404.287/0001-55;2024-12-31;3;141333;SUZANO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.08;1.00;0;0.00;0.00;0.00
16.404.287/0001-55;2024-12-31;3;141333;SUZANO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;1.00;0;0.00;0.00;0.00
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.75;2.00;114374;37.51;74.22;-4198669.54
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.75;2.00;95116;34.99;97.23;-5920019.84
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.67;0.00;0;0.00;0.00;0.00
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;1.00;4809;50.73;79.98;-140663.25
16.614.075/0001-00;2024-12-31;2;139564;DIRECIONAL ENGENHARIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
16.614.075/0001-00;2024-12-31;2;139564;DIRECIONAL ENGENHARIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
16.614.075/0001-00;2024-12-31;2;139564;DIRECIONAL ENGENHARIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.83;5.00;152418;0.00;10.04;-1530276.72
16.614.075/0001-00;2024-12-31;2;139564;DIRECIONAL ENGENHARIA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
16.614.075/0001-00;2024-12-31;2;139564;DIRECIONAL ENGENHARIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;1.00;9066;0.00;11.03;-99997.98
16.614.075/0001-00;2024-12-31;2;139564;DIRECIONAL ENGENHARIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.83;5.83;532097;0.00;11.03;-5869029.91
16.614.075/0001-00;2024-12-31;2;139564;DIRECIONAL ENGENHARIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.33;4.00;129082;0.00;16.65;-2149215.30
16.614.075/0001-00;2024-12-31;2;139564;DIRECIONAL ENGENHARIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
16.614.075/0001-00;2024-12-31;2;139564;DIRECIONAL ENGENHARIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;5.00;129714;0.00;52.91;-6863167.74
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;1.00;63357;0.00;52.91;-3352218.87
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;8.33;3.00;111300;0.00;57.26;-6373038.00
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.67;79961;0.00;56.71;-4534588.31
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;1.00;89510;0.00;68.45;-6126959.50
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;5.67;190829;0.00;65.75;-12547006.75
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.50;0.00;0;0.00;0.00;0.00
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.83;0.00;0;0.00;0.00;0.00
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.58;2.58;141675;7.19;4.85;331519.50
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2022-01-01;2022-12-31;Conselho de Administração;6.58;0.00;0;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2022-01-01;2022-12-31;Diretoria Estatutária;4.50;0.00;0;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2023-01-01;2023-12-31;Conselho de Administração;6.08;0.00;0;0.00;0.00;0.00
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2023-01-01;2023-12-31;Diretoria Estatutária;4.75;0.00;0;0.00;0.00;0.00
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;22461;24.46;23.92;12128.94
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;22348;24.46;26.37;-42684.68
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.92;3.92;24335;24.46;34.07;-233859.35
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.33;0.00;0;0.00;0.00;0.00
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;1.00;0;0.00;0.00;0.00
